Applicant ID,Applicant Name,Job Position,Experience (Years),Skills,Education Level,Application Status,Location,Expected Salary,Resume Score
8648,Applicant_8648,Web Developer,1,"Angular, Deep Learning, Cloud Computing",Bachelor's,Under Review,Chicago,64551,83
7718,Applicant_7718,Data Analyst,10,"Docker, Power BI, HTML, SQL",PhD,Offer Made,New York,145830,72
7035,Applicant_7035,UX Designer,1,"Java, Git, C++",Bachelor's,Under Review,Austin,107188,88
9682,Applicant_9682,Data Analyst,5,"Project Management, HTML, AWS, Java",PhD,Not Shortlisted,Chicago,75690,97
8465,Applicant_8465,HR Manager,7,"JavaScript, C++, Cloud Computing",PhD,Under Review,Austin,136268,90
8456,Applicant_8456,Web Developer,1,"HTML, Project Management, SQL, C++, Python, Communication",PhD,Rejected,Chicago,75720,98
5294,Applicant_5294,Web Developer,0,"Excel, C++, Java, Deep Learning, AWS, CSS, Angular",Master's,Offer Made,Dallas,81458,52
2419,Applicant_2419,UX Designer,0,"SQL, AWS, Python, CSS, Agile",Bachelor's,Not Shortlisted,Austin,73626,96
3384,Applicant_3384,Data Analyst,2,"Agile, AWS, Communication, Deep Learning, Tableau",Bachelor's,Under Review,Seattle,105591,72
3914,Applicant_3914,Data Scientist,3,"Deep Learning, SQL, Excel",Bachelor's,Not Shortlisted,Dallas,53783,56
4567,Applicant_4567,Software Developer,9,"Deep Learning, Excel, Docker, C++, Cloud Computing",Bachelor's,Not Shortlisted,Seattle,74305,61
4072,Applicant_4072,Web Developer,10,"Java, Excel, Project Management, AWS",Master's,Rejected,Boston,66596,94
1032,Applicant_1032,UX Designer,10,"HTML, Cloud Computing, Java, Machine Learning",Bachelor's,Under Review,Los Angeles,104410,61
2601,Applicant_2601,Software Developer,5,"Docker, SQL, Git",Bachelor's,Rejected,Chicago,100743,63
4475,Applicant_4475,Web Developer,1,"Excel, Machine Learning, Project Management, Tableau, Python, Git",PhD,Interview,San Francisco,86308,100
2313,Applicant_2313,Web Developer,10,"Deep Learning, Machine Learning, Tableau, Agile, SQL, React",Associate's,Not Shortlisted,Seattle,105760,78
2024,Applicant_2024,Data Analyst,5,"HTML, JavaScript, Agile",Associate's,Interview,Boston,89054,92
6163,Applicant_6163,Data Scientist,0,"CSS, Docker, Java",Master's,Under Review,Los Angeles,122134,60
5820,Applicant_5820,Product Manager,0,"Docker, CSS, JavaScript, Java, Power BI, Python",Bachelor's,Offer Made,Chicago,106655,57
7217,Applicant_7217,Data Scientist,1,"C++, SQL, Git, Java",Associate's,Under Review,Los Angeles,71138,89
5678,Applicant_5678,Data Scientist,8,"Cloud Computing, Docker, Machine Learning, Excel, HTML",Master's,Offer Made,Austin,69039,56
8694,Applicant_8694,Data Analyst,3,"Tableau, Agile, React, Java, Deep Learning",PhD,Offer Made,San Francisco,124795,90
9889,Applicant_9889,Web Developer,9,"Tableau, Docker, CSS, Angular",Associate's,Not Shortlisted,San Francisco,55103,96
9648,Applicant_9648,HR Manager,10,"Java, Tableau, Project Management, CSS, React, Angular",Associate's,Offer Made,San Francisco,66211,63
7354,Applicant_7354,Web Developer,7,"JavaScript, Git, Python, Tableau, Machine Learning, Deep Learning",PhD,Interview,New York,114495,54
6474,Applicant_6474,Data Analyst,1,"JavaScript, Excel, HTML, Git",Bachelor's,Under Review,Los Angeles,119044,50
5726,Applicant_5726,HR Manager,10,"Docker, CSS, Java, Deep Learning, Communication, React, Machine Learning",Master's,Rejected,Seattle,133042,78
5519,Applicant_5519,UX Designer,10,"Cloud Computing, Angular, CSS, Communication, Java, JavaScript",Bachelor's,Interview,Boston,84480,93
3379,Applicant_3379,Software Developer,0,"C++, JavaScript, AWS, Cloud Computing",Master's,Not Shortlisted,Austin,62976,80
8174,Applicant_8174,Product Manager,2,"Excel, React, AWS, Tableau, Angular",Bachelor's,Rejected,Austin,112854,64
5515,Applicant_5515,UX Designer,9,"Tableau, Git, Agile, Docker, Communication",Associate's,Rejected,San Francisco,83878,68
1025,Applicant_1025,Product Manager,0,"Machine Learning, Tableau, Data Science, Deep Learning, Project Management",Associate's,Interview,Seattle,102199,79
3152,Applicant_3152,Web Developer,3,"Project Management, Excel, CSS, Angular, Machine Learning, AWS, Deep Learning",Associate's,Not Shortlisted,Dallas,94756,97
9728,Applicant_9728,UX Designer,10,"AWS, C++, React, CSS, Git",Bachelor's,Interview,New York,117014,91
7295,Applicant_7295,Software Developer,8,"JavaScript, Cloud Computing, CSS, Git, Project Management",Master's,Interview,Boston,67383,100
8045,Applicant_8045,Product Manager,7,"Tableau, SQL, Data Science, JavaScript, HTML",PhD,Offer Made,Dallas,146732,89
2212,Applicant_2212,Software Developer,6,"Data Science, Angular, JavaScript, React",PhD,Offer Made,Chicago,95997,72
9292,Applicant_9292,Web Developer,0,"SQL, CSS, Machine Learning, React, Tableau, Excel",Bachelor's,Interview,Boston,148573,80
8439,Applicant_8439,UX Designer,3,"Machine Learning, React, JavaScript, Python, Power BI, Communication",Bachelor's,Interview,Los Angeles,139062,69
2882,Applicant_2882,Web Developer,4,"Project Management, Java, Git, Angular",Associate's,Interview,San Francisco,69255,100
8854,Applicant_8854,HR Manager,4,"CSS, React, Machine Learning, Power BI, HTML",Bachelor's,Under Review,Seattle,108669,79
4402,Applicant_4402,Data Analyst,10,"Git, HTML, React, Communication, JavaScript",PhD,Not Shortlisted,Dallas,132509,54
8485,Applicant_8485,UX Designer,5,"Power BI, Git, Tableau, Machine Learning",PhD,Interview,New York,79532,100
9409,Applicant_9409,UX Designer,8,"Tableau, SQL, AWS, Excel, Machine Learning",Associate's,Interview,San Francisco,101637,51
7094,Applicant_7094,Data Analyst,10,"Excel, Docker, AWS, React, C++, CSS",Master's,Under Review,San Francisco,82812,56
9894,Applicant_9894,UX Designer,10,"CSS, Python, Git, React, Communication, Tableau, HTML",PhD,Not Shortlisted,Los Angeles,131432,88
1378,Applicant_1378,Web Developer,3,"Tableau, Excel, Agile, Project Management, AWS, Git, SQL",PhD,Interview,Dallas,135377,98
3794,Applicant_3794,Software Developer,1,"HTML, Java, Project Management, Communication",Associate's,Under Review,San Francisco,113427,72
1595,Applicant_1595,Web Developer,2,"Cloud Computing, Excel, Machine Learning, Deep Learning",Master's,Under Review,Austin,135547,98
2646,Applicant_2646,UX Designer,5,"Power BI, SQL, AWS, Project Management",Bachelor's,Under Review,San Francisco,146693,72
2456,Applicant_2456,Software Developer,0,"React, Python, AWS, Agile, Communication",Master's,Offer Made,Seattle,95896,62
5694,Applicant_5694,Product Manager,2,"Deep Learning, JavaScript, CSS",PhD,Interview,Los Angeles,115036,67
2231,Applicant_2231,Data Analyst,10,"Angular, Agile, Deep Learning, C++, JavaScript",Bachelor's,Not Shortlisted,Boston,78880,50
3229,Applicant_3229,Data Scientist,3,"Git, React, Communication, Project Management, Agile, HTML",Bachelor's,Under Review,Boston,59001,94
7834,Applicant_7834,Data Scientist,4,"Tableau, Power BI, CSS, Git, HTML, C++, Cloud Computing",Bachelor's,Under Review,New York,58810,100
9703,Applicant_9703,Web Developer,0,"Angular, Communication, Cloud Computing, CSS, SQL",Associate's,Not Shortlisted,Boston,104040,92
6320,Applicant_6320,HR Manager,7,"Agile, Git, SQL, Excel, Communication",Master's,Offer Made,Chicago,61776,54
6018,Applicant_6018,Data Analyst,6,"C++, AWS, CSS, Cloud Computing, JavaScript, Java, Power BI",Bachelor's,Under Review,San Francisco,99815,60
1053,Applicant_1053,Data Analyst,0,"HTML, Python, Tableau, Git",Master's,Offer Made,Los Angeles,79631,86
8371,Applicant_8371,UX Designer,0,"AWS, HTML, Excel, Power BI, Data Science, React",Master's,Interview,New York,54000,76
7787,Applicant_7787,Data Analyst,3,"HTML, Cloud Computing, Project Management, Python, JavaScript, Data Science, React",PhD,Not Shortlisted,Boston,109790,100
4589,Applicant_4589,UX Designer,10,"Excel, HTML, SQL",Master's,Offer Made,New York,94200,89
5042,Applicant_5042,Software Developer,6,"Python, Project Management, CSS, React, Deep Learning, C++",Master's,Offer Made,Boston,135221,50
2679,Applicant_2679,Software Developer,4,"JavaScript, Agile, Project Management, Python, Deep Learning",Associate's,Interview,San Francisco,115248,64
5113,Applicant_5113,Web Developer,8,"Communication, Data Science, SQL, Angular, Agile, AWS",Associate's,Offer Made,Los Angeles,135917,84
9376,Applicant_9376,Data Analyst,5,"SQL, HTML, C++",PhD,Under Review,Austin,64960,56
5450,Applicant_5450,HR Manager,7,"Data Science, Machine Learning, Java",Associate's,Under Review,New York,130771,76
6095,Applicant_6095,Software Developer,4,"Java, Tableau, Communication, Angular, Deep Learning, JavaScript, Cloud Computing",Associate's,Interview,Boston,132972,53
7569,Applicant_7569,Web Developer,1,"SQL, Cloud Computing, Git, Power BI, Data Science",Associate's,Offer Made,Los Angeles,73022,66
2059,Applicant_2059,Product Manager,4,"React, Tableau, Cloud Computing, C++",Bachelor's,Not Shortlisted,Seattle,122169,70
6883,Applicant_6883,Data Scientist,6,"CSS, Communication, Python, SQL",Master's,Offer Made,Austin,110585,67
6643,Applicant_6643,Software Developer,4,"Deep Learning, Docker, Data Science, Project Management, C++, React, Cloud Computing",Bachelor's,Not Shortlisted,San Francisco,98194,79
1414,Applicant_1414,Product Manager,0,"Project Management, Excel, CSS, Machine Learning, Python, Angular",Associate's,Under Review,San Francisco,54948,57
9221,Applicant_9221,Web Developer,2,"JavaScript, React, AWS, Java, Angular, Project Management, C++",PhD,Offer Made,New York,98700,90
6619,Applicant_6619,Web Developer,2,"React, AWS, JavaScript, Power BI, HTML, Cloud Computing, CSS",Bachelor's,Under Review,Chicago,79467,61
1813,Applicant_1813,Software Developer,9,"Cloud Computing, Project Management, Agile, Docker, JavaScript, Python, Deep Learning",Master's,Under Review,Seattle,62769,51
2498,Applicant_2498,Web Developer,0,"Tableau, Data Science, Docker, Machine Learning",Master's,Interview,Austin,91309,57
8658,Applicant_8658,HR Manager,8,"AWS, Deep Learning, Tableau, Excel, Communication, Cloud Computing, Docker",Associate's,Rejected,Austin,63184,53
8326,Applicant_8326,Data Scientist,4,"Java, React, HTML, C++, Deep Learning, Communication, AWS",Master's,Not Shortlisted,New York,111913,100
2430,Applicant_2430,UX Designer,6,"JavaScript, SQL, Data Science",PhD,Under Review,Los Angeles,118642,68
5730,Applicant_5730,Product Manager,10,"Angular, Docker, Python, Excel, React, HTML, Project Management",Bachelor's,Under Review,Chicago,129280,62
3767,Applicant_3767,UX Designer,8,"Power BI, Java, Angular, Python",Bachelor's,Rejected,Seattle,120986,75
2761,Applicant_2761,Software Developer,9,"Communication, SQL, Tableau, JavaScript",Associate's,Under Review,Boston,121173,73
9605,Applicant_9605,Data Scientist,8,"Cloud Computing, Data Science, React, AWS, Communication",Associate's,Not Shortlisted,Seattle,117836,76
8653,Applicant_8653,UX Designer,9,"SQL, CSS, Git, AWS, Docker",Associate's,Under Review,Seattle,85311,92
6563,Applicant_6563,Data Scientist,10,"Python, Communication, Angular, JavaScript, Git, Machine Learning",Associate's,Under Review,Chicago,135492,57
6417,Applicant_6417,Product Manager,10,"Git, Java, Docker",Associate's,Under Review,San Francisco,142776,77
1795,Applicant_1795,Product Manager,6,"Java, Deep Learning, JavaScript, Communication, Docker, Agile",Bachelor's,Under Review,Boston,94203,82
2092,Applicant_2092,Product Manager,6,"Data Science, JavaScript, HTML, Java, Agile, Docker",PhD,Offer Made,Chicago,71193,61
8261,Applicant_8261,UX Designer,8,"Excel, SQL, Power BI, Agile, Angular, AWS",Master's,Not Shortlisted,Austin,50702,75
6176,Applicant_6176,Web Developer,3,"Docker, HTML, Tableau, Excel, React, Project Management, C++",Master's,Offer Made,Boston,77238,54
4146,Applicant_4146,Software Developer,4,"Data Science, Power BI, C++",Bachelor's,Not Shortlisted,Austin,92901,61
8539,Applicant_8539,HR Manager,3,"Git, Agile, Communication",PhD,Rejected,Dallas,96305,70
3951,Applicant_3951,Software Developer,0,"Git, Machine Learning, Power BI, Data Science, Angular",Associate's,Rejected,Los Angeles,98772,79
6190,Applicant_6190,UX Designer,9,"Excel, Git, Cloud Computing, HTML, Communication",Bachelor's,Rejected,San Francisco,116835,60
5666,Applicant_5666,Web Developer,10,"HTML, Project Management, C++",Associate's,Not Shortlisted,New York,141669,52
2499,Applicant_2499,Data Scientist,1,"React, Communication, JavaScript, Tableau",PhD,Rejected,Los Angeles,125753,93
1662,Applicant_1662,HR Manager,5,"C++, CSS, SQL",Associate's,Under Review,Dallas,55582,90
7258,Applicant_7258,Web Developer,9,"CSS, Tableau, Communication, Project Management, Deep Learning, Docker",PhD,Under Review,New York,103148,80
8918,Applicant_8918,UX Designer,3,"C++, Git, Docker, AWS",Bachelor's,Interview,Boston,134942,99
8801,Applicant_8801,UX Designer,4,"Git, Communication, Power BI",Associate's,Not Shortlisted,Chicago,126720,54
2152,Applicant_2152,HR Manager,6,"Project Management, JavaScript, Data Science, Tableau, Git, CSS",Bachelor's,Offer Made,Seattle,107422,65
6921,Applicant_6921,Data Analyst,7,"Project Management, SQL, Data Science, HTML, Java, Angular",Master's,Offer Made,Austin,144121,63
4591,Applicant_4591,HR Manager,10,"JavaScript, Agile, Data Science, Excel, Angular, CSS",PhD,Interview,Seattle,74943,52
3358,Applicant_3358,HR Manager,10,"HTML, Java, CSS, Docker",Bachelor's,Interview,Seattle,116918,66
1345,Applicant_1345,Web Developer,9,"Agile, C++, Data Science, Excel, Cloud Computing, Project Management",Associate's,Interview,Austin,93797,52
1348,Applicant_1348,HR Manager,5,"Agile, Deep Learning, Data Science, Git",Bachelor's,Interview,New York,92580,63
3061,Applicant_3061,Product Manager,6,"Java, Communication, C++, Deep Learning",Bachelor's,Rejected,New York,145186,68
8987,Applicant_8987,HR Manager,5,"Project Management, Deep Learning, Tableau, Machine Learning, Communication, CSS",PhD,Offer Made,San Francisco,73752,84
4095,Applicant_4095,Web Developer,4,"Git, Python, Agile",Associate's,Rejected,Seattle,120072,52
5122,Applicant_5122,HR Manager,8,"Deep Learning, Data Science, AWS, React",Associate's,Not Shortlisted,San Francisco,69258,76
6423,Applicant_6423,UX Designer,1,"Excel, HTML, Python, Project Management, Docker",Bachelor's,Rejected,Seattle,112230,98
4260,Applicant_4260,Data Scientist,7,"AWS, Tableau, Angular",Master's,Under Review,New York,102052,75
7931,Applicant_7931,UX Designer,7,"Docker, Machine Learning, Tableau, Agile",Master's,Interview,San Francisco,61026,78
1521,Applicant_1521,Data Scientist,6,"Git, Data Science, Project Management, Agile",PhD,Under Review,Seattle,57264,54
7790,Applicant_7790,Web Developer,4,"Agile, Docker, Power BI, Java, Deep Learning, Communication, Cloud Computing",Associate's,Offer Made,Dallas,113608,100
9620,Applicant_9620,HR Manager,9,"Angular, JavaScript, Python, C++, Docker, Machine Learning, AWS",PhD,Under Review,New York,75358,55
9226,Applicant_9226,Data Analyst,10,"Python, Communication, AWS, Docker, Power BI",Bachelor's,Not Shortlisted,San Francisco,133231,75
5822,Applicant_5822,Product Manager,10,"JavaScript, Java, React, Agile",Master's,Rejected,Los Angeles,110460,95
2930,Applicant_2930,Data Scientist,2,"HTML, Data Science, Deep Learning, Power BI, SQL",Bachelor's,Rejected,San Francisco,53172,95
5202,Applicant_5202,Data Scientist,6,"Agile, Git, Excel, Data Science, C++, SQL",PhD,Not Shortlisted,Los Angeles,117810,86
7344,Applicant_7344,HR Manager,9,"Cloud Computing, Communication, JavaScript, CSS, Python, Angular, React",Bachelor's,Interview,Austin,102428,96
6747,Applicant_6747,Product Manager,3,"Communication, Machine Learning, AWS, SQL, Data Science, Deep Learning",Master's,Interview,New York,102868,77
5441,Applicant_5441,Data Analyst,10,"Communication, Python, Deep Learning",PhD,Not Shortlisted,Dallas,61828,52
7032,Applicant_7032,Product Manager,9,"CSS, Git, Machine Learning",Bachelor's,Not Shortlisted,Seattle,71804,81
2752,Applicant_2752,Data Scientist,2,"Angular, SQL, Cloud Computing, React, Tableau, HTML, Deep Learning",Bachelor's,Rejected,Boston,145311,70
2168,Applicant_2168,Web Developer,3,"React, Java, Agile, C++, JavaScript, Excel, Angular",Master's,Under Review,Chicago,119899,68
2449,Applicant_2449,HR Manager,9,"CSS, Power BI, Deep Learning, AWS",Bachelor's,Interview,New York,112616,86
1685,Applicant_1685,Web Developer,1,"Docker, HTML, Power BI, Project Management, Agile, React",Bachelor's,Rejected,Austin,142559,59
8711,Applicant_8711,Software Developer,3,"Cloud Computing, Tableau, Python",Master's,Interview,Los Angeles,124928,83
9677,Applicant_9677,Data Analyst,2,"CSS, Angular, Agile, React, Excel, Cloud Computing, AWS",PhD,Interview,Boston,81261,74
6881,Applicant_6881,Product Manager,9,"Python, Power BI, Tableau",Master's,Offer Made,Seattle,111569,50
8886,Applicant_8886,Software Developer,1,"JavaScript, SQL, Deep Learning, Cloud Computing, AWS, CSS",Associate's,Rejected,Boston,66807,70
8779,Applicant_8779,Data Scientist,10,"CSS, React, Python",Associate's,Interview,Boston,58732,73
5781,Applicant_5781,UX Designer,3,"JavaScript, Angular, Tableau, HTML, Git",PhD,Offer Made,Boston,68471,63
6182,Applicant_6182,Product Manager,1,"Tableau, Agile, AWS, React",Associate's,Not Shortlisted,Los Angeles,105225,63
1725,Applicant_1725,Web Developer,4,"AWS, Machine Learning, HTML, Deep Learning, Power BI",PhD,Interview,Boston,57109,54
4869,Applicant_4869,UX Designer,6,"Communication, Python, AWS, Java, Angular, Cloud Computing",PhD,Interview,New York,118488,68
6942,Applicant_6942,Web Developer,4,"Tableau, JavaScript, Machine Learning, Angular, Project Management",Bachelor's,Interview,New York,56758,85
5043,Applicant_5043,UX Designer,7,"Machine Learning, React, AWS",PhD,Offer Made,Boston,113401,83
2674,Applicant_2674,HR Manager,10,"Cloud Computing, Excel, Data Science, SQL",Associate's,Not Shortlisted,Boston,112046,53
4920,Applicant_4920,Software Developer,5,"CSS, Power BI, Agile, Docker, Project Management, Excel, Angular",PhD,Not Shortlisted,Dallas,60452,76
3160,Applicant_3160,HR Manager,1,"Excel, Python, SQL, React, Agile, Git, Deep Learning",PhD,Rejected,Los Angeles,144368,83
7473,Applicant_7473,HR Manager,6,"Java, Tableau, Power BI, JavaScript, Agile",Master's,Under Review,San Francisco,114221,67
4737,Applicant_4737,Product Manager,10,"C++, Communication, Excel",Master's,Rejected,Chicago,138682,66
8299,Applicant_8299,Product Manager,3,"Git, Agile, React, Deep Learning",Associate's,Offer Made,Chicago,109249,85
9474,Applicant_9474,HR Manager,7,"JavaScript, Communication, Python, HTML, Angular, Agile",PhD,Rejected,Chicago,70479,70
3863,Applicant_3863,Software Developer,7,"Python, Tableau, Power BI",PhD,Under Review,Dallas,132903,51
2223,Applicant_2223,Data Analyst,0,"Excel, C++, SQL",Master's,Rejected,Seattle,104004,62
9386,Applicant_9386,HR Manager,5,"SQL, CSS, Machine Learning, Communication, AWS",Bachelor's,Rejected,Austin,84036,96
9742,Applicant_9742,UX Designer,6,"AWS, Agile, SQL, Cloud Computing, Project Management, Power BI, JavaScript",Associate's,Offer Made,Los Angeles,126706,88
1606,Applicant_1606,Product Manager,5,"Excel, Deep Learning, Power BI, CSS, C++, Agile",Associate's,Rejected,New York,103969,65
5633,Applicant_5633,Data Analyst,0,"CSS, Java, C++",Master's,Under Review,Chicago,77003,91
3484,Applicant_3484,Data Analyst,3,"AWS, React, JavaScript, Excel, HTML, Deep Learning",PhD,Interview,Los Angeles,113608,50
3774,Applicant_3774,Web Developer,0,"SQL, Docker, C++",Master's,Interview,Austin,96196,82
4262,Applicant_4262,UX Designer,6,"HTML, Agile, SQL, Machine Learning, Data Science",PhD,Offer Made,Chicago,117818,55
2385,Applicant_2385,Web Developer,10,"Power BI, Angular, Docker",Bachelor's,Offer Made,San Francisco,127239,80
7186,Applicant_7186,HR Manager,8,"Agile, Deep Learning, C++, Project Management, Power BI",Master's,Interview,San Francisco,56796,55
4706,Applicant_4706,UX Designer,0,"React, C++, CSS, Docker, HTML",Associate's,Rejected,Chicago,82610,75
5676,Applicant_5676,Data Analyst,6,"Tableau, Power BI, Angular, Deep Learning, Communication",Master's,Interview,Dallas,77071,76
7841,Applicant_7841,Product Manager,5,"Project Management, Excel, Git",Bachelor's,Rejected,Los Angeles,87566,98
8380,Applicant_8380,Data Scientist,3,"React, Python, Power BI, Tableau",Bachelor's,Under Review,Seattle,141133,76
1203,Applicant_1203,Software Developer,4,"Docker, CSS, AWS",Associate's,Rejected,Seattle,98952,74
7133,Applicant_7133,Data Analyst,8,"Docker, React, Agile, Java, Communication",PhD,Interview,Chicago,144898,75
7138,Applicant_7138,Software Developer,9,"Tableau, Power BI, SQL",Master's,Under Review,Boston,124221,87
4561,Applicant_4561,HR Manager,0,"Communication, Deep Learning, Git, Project Management",Associate's,Offer Made,Austin,128257,93
9008,Applicant_9008,Data Analyst,5,"Cloud Computing, Communication, Tableau, React, Python, Agile",Bachelor's,Not Shortlisted,Seattle,140176,61
6007,Applicant_6007,UX Designer,4,"CSS, C++, JavaScript, HTML, Agile",Associate's,Offer Made,Seattle,127390,70
3540,Applicant_3540,UX Designer,1,"Docker, React, Cloud Computing",Master's,Offer Made,Los Angeles,118936,94
4821,Applicant_4821,Data Scientist,1,"Java, Cloud Computing, CSS, HTML, Deep Learning, Docker",PhD,Interview,Austin,63913,94
6867,Applicant_6867,UX Designer,10,"Java, Excel, Angular, Project Management, AWS, Tableau",Associate's,Rejected,Los Angeles,148809,53
8802,Applicant_8802,HR Manager,1,"Docker, Communication, Machine Learning, Git, Tableau, C++",Master's,Rejected,Seattle,89955,61
1284,Applicant_1284,Data Scientist,5,"Docker, Angular, Python",Master's,Offer Made,Austin,147390,81
9327,Applicant_9327,Data Analyst,7,"Communication, Machine Learning, JavaScript, AWS, Agile",PhD,Interview,Boston,99614,54
5870,Applicant_5870,HR Manager,10,"Data Science, C++, SQL, React, Deep Learning, Java",Bachelor's,Under Review,San Francisco,111098,83
4514,Applicant_4514,Data Scientist,8,"Data Science, Machine Learning, Git",PhD,Interview,Austin,70081,93
1343,Applicant_1343,Data Scientist,2,"Tableau, Agile, Communication, Project Management, CSS",Master's,Offer Made,Dallas,103386,78
2901,Applicant_2901,Data Scientist,5,"CSS, Docker, Java, Excel",Associate's,Not Shortlisted,San Francisco,74889,100
5749,Applicant_5749,Software Developer,4,"Project Management, Deep Learning, Git, SQL",PhD,Interview,Austin,68533,90
9729,Applicant_9729,HR Manager,0,"Python, SQL, Agile, AWS, Deep Learning, React",Bachelor's,Not Shortlisted,Los Angeles,61780,54
1828,Applicant_1828,UX Designer,5,"JavaScript, Power BI, SQL, Python",Master's,Under Review,Los Angeles,117432,100
9080,Applicant_9080,Product Manager,8,"Python, Cloud Computing, Power BI, Communication, Excel, Data Science, React",PhD,Under Review,Chicago,70854,61
6102,Applicant_6102,Data Analyst,6,"Project Management, Communication, Data Science, Excel, JavaScript",Associate's,Offer Made,Boston,100867,92
2294,Applicant_2294,HR Manager,4,"C++, AWS, Data Science, Project Management",Bachelor's,Rejected,Boston,95323,72
8322,Applicant_8322,Product Manager,8,"SQL, CSS, Machine Learning, Communication",Master's,Rejected,Los Angeles,100844,76
9297,Applicant_9297,Data Scientist,4,"Java, React, Power BI",PhD,Not Shortlisted,San Francisco,56916,95
4576,Applicant_4576,HR Manager,3,"Tableau, HTML, Deep Learning, React, SQL, CSS, Machine Learning",Master's,Under Review,San Francisco,76417,68
3540,Applicant_3540,Product Manager,7,"AWS, Angular, Machine Learning, Data Science, C++, CSS, Java",Associate's,Not Shortlisted,Chicago,136996,74
9101,Applicant_9101,Web Developer,8,"JavaScript, Data Science, Deep Learning, Communication, Angular, Python",Bachelor's,Interview,Seattle,82373,85
6156,Applicant_6156,Software Developer,4,"Excel, Docker, Deep Learning, Python, Agile, SQL",Master's,Offer Made,Los Angeles,110860,89
9369,Applicant_9369,Product Manager,8,"Git, Deep Learning, Angular",PhD,Offer Made,New York,137092,67
5265,Applicant_5265,UX Designer,9,"Tableau, Agile, CSS, Git",Bachelor's,Under Review,Dallas,78446,97
9814,Applicant_9814,Web Developer,7,"AWS, Cloud Computing, Agile, Java, Project Management, Angular",Associate's,Rejected,Seattle,125044,51
4474,Applicant_4474,Data Analyst,8,"Deep Learning, Agile, Git, Cloud Computing, Power BI, JavaScript, CSS",Associate's,Under Review,Los Angeles,132824,51
2136,Applicant_2136,UX Designer,6,"Agile, Python, Machine Learning, React",Bachelor's,Not Shortlisted,Dallas,66485,72
1145,Applicant_1145,Data Analyst,10,"HTML, Cloud Computing, Machine Learning, C++, Power BI, Java",Associate's,Under Review,Dallas,116603,59
1436,Applicant_1436,Web Developer,1,"Git, Excel, Project Management, CSS",Associate's,Not Shortlisted,San Francisco,134806,81
6443,Applicant_6443,Data Scientist,4,"Java, Python, C++",Associate's,Offer Made,Dallas,71830,96
8920,Applicant_8920,Data Analyst,1,"AWS, Excel, SQL",Master's,Not Shortlisted,Austin,50298,56
4479,Applicant_4479,HR Manager,9,"Docker, Power BI, HTML, Data Science",Bachelor's,Not Shortlisted,Dallas,129979,68
7666,Applicant_7666,Web Developer,10,"C++, Agile, Docker, HTML, SQL, CSS",Master's,Not Shortlisted,Austin,85612,94
4097,Applicant_4097,Product Manager,4,"Cloud Computing, Java, React, Communication, CSS, HTML, SQL",Bachelor's,Interview,New York,129859,76
7175,Applicant_7175,HR Manager,0,"HTML, Communication, Docker",PhD,Rejected,Seattle,75419,76
2109,Applicant_2109,Web Developer,5,"Cloud Computing, Angular, Project Management",PhD,Not Shortlisted,Austin,112491,83
2030,Applicant_2030,UX Designer,0,"Machine Learning, HTML, Cloud Computing, JavaScript, Git, Python, SQL",Master's,Under Review,Seattle,73043,58
4166,Applicant_4166,Software Developer,0,"React, Deep Learning, Data Science, Communication, Angular",Master's,Not Shortlisted,San Francisco,132669,72
6347,Applicant_6347,Data Scientist,5,"Cloud Computing, Angular, HTML, Power BI, SQL, Git",Bachelor's,Interview,Los Angeles,133038,91
8377,Applicant_8377,Data Analyst,0,"Machine Learning, Cloud Computing, Git, Data Science, AWS, SQL, Java",PhD,Not Shortlisted,Los Angeles,56193,73
1502,Applicant_1502,Software Developer,9,"Cloud Computing, Excel, Agile, Data Science",PhD,Interview,San Francisco,85168,50
4870,Applicant_4870,Data Scientist,0,"Cloud Computing, Angular, HTML",Master's,Rejected,Austin,96035,69
4920,Applicant_4920,Product Manager,8,"AWS, Docker, Deep Learning, Data Science",Associate's,Interview,Austin,149088,64
7503,Applicant_7503,Software Developer,7,"Java, AWS, Excel",Bachelor's,Interview,Dallas,99921,54
6430,Applicant_6430,Data Scientist,8,"Project Management, JavaScript, Angular, Python, Docker, Power BI, Cloud Computing",Master's,Offer Made,Boston,64703,85
8167,Applicant_8167,UX Designer,8,"Communication, Power BI, SQL, JavaScript, Project Management, Git, Python",Associate's,Interview,Los Angeles,90240,98
6886,Applicant_6886,Web Developer,7,"CSS, React, HTML",Associate's,Offer Made,Austin,131339,56
2884,Applicant_2884,Product Manager,4,"Docker, Project Management, Deep Learning, CSS, Machine Learning, Communication",Associate's,Interview,New York,66573,72
1340,Applicant_1340,Web Developer,0,"Machine Learning, Data Science, Tableau",Bachelor's,Under Review,Los Angeles,61476,96
1372,Applicant_1372,Product Manager,8,"Docker, Java, React, Cloud Computing, Python",Master's,Interview,Chicago,54670,91
4276,Applicant_4276,UX Designer,2,"Agile, Git, Angular",Bachelor's,Offer Made,Dallas,114895,67
6497,Applicant_6497,Web Developer,8,"Docker, HTML, Power BI, AWS, Java",Master's,Not Shortlisted,Chicago,80278,100
6552,Applicant_6552,Data Scientist,9,"Communication, Docker, HTML, AWS, Python",Master's,Not Shortlisted,New York,112134,85
2888,Applicant_2888,HR Manager,2,"Project Management, Python, Agile, Machine Learning, React, C++, Docker",Bachelor's,Interview,Seattle,62918,51
